Year,State,Race,Total population,Total voted,Education,Income,Political Power
2014,MISSOURI,White,3861,1497,0.4753339538627959,25000.0,0.00195399247630668
2014,MISSOURI,Black,485,177,0.4363290795547109,18200.0,-0.8848363858196727
2014,MONTANA,White,728,380,0.5392993818074772,25500.0,0.07304656594311959
2014,MONTANA,Black,3,0,0.3333333333333333,10000.0,-1.958947722910284
2014,NEBRASKA,White,1295,552,0.5160391566265061,27500.0,0.3281182067073401
2014,NEBRASKA,Black,55,21,0.4461942257217848,18000.0,-0.9095796436826309
2014,NEVADA,White,1571,573,0.5277033388860722,30000.0,0.652636516026029
2014,NEVADA,Black,193,61,0.4664610639938319,24000.0,-0.1321972453995927
2014,NEW HAMPSHIRE,White,996,490,0.5713574345184742,31200.0,0.8136587917121229
2014,NEW HAMPSHIRE,Black,15,4,0.5742574257425742,28000.0,0.4000534169427488
2014,NEW JERSEY,White,5146,1771,0.5691925413073949,36200.0,1.462335212729606
2014,NEW JERSEY,Black,953,276,0.4711403754553096,25000.0,-0.0017790398264549974
2014,NEW MEXICO,White,1234,546,0.565426925091671,25000.0,0.01295862851437796
2014,NEW MEXICO,Black,40,8,0.5396039603960396,21000.0,-0.5083924864841776
2014,NEW YORK,White,11147,3683,0.5682533908931665,30600.0,0.7452392211941323
2014,NEW YORK,Black,2581,762,0.4706495310871831,23000.0,-0.25843277659751607
2014,NORTH CAROLINA,White,5415,2325,0.5644497868264373,27700.0,0.3656849449122539
2014,NORTH CAROLINA,Black,1572,735,0.4395939861100511,18000.0,-0.9088627618842158
2014,NORTH DAKOTA,White,516,266,0.5254361799816345,30000.0,0.6513412206681816
2014,NORTH DAKOTA,Black,10,2,0.5714285714285714,14000.0,-1.4068359822911112
2014,OHIO,White,7404,2898,0.4697113859816048,26500.0,0.1983202066023022
2014,OHIO,Black,1024,403,0.40143325640714206,16400.0,-1.1217936106431068
2014,OKLAHOMA,White,2262,751,0.45539858213903206,25000.0,-0.0028566119038479
2014,OKLAHOMA,Black,192,56,0.4411347517730497,18200.0,-0.8844200032743345
2014,OREGON,White,2768,1510,0.5768397430937089,26200.0,0.1715611444636439
2014,OREGON,Black,56,14,0.5532994923857868,19300.0,-0.7256624809407601
2014,PENNSYLVANIA,White,8451,3375,0.4569863140910305,27020.0,0.2646576083864328
2014,PENNSYLVANIA,Black,1001,341,0.4067796610169492,18000.0,-0.9146242060305956
2014,RHODE ISLAND,White,717,311,0.5491539644804923,30000.0,0.6550893374180573
2014,RHODE ISLAND,Black,55,16,0.4358288770053476,20000.0,-0.6530868553400409
2014,SOUTH CAROLINA,White,2622,1075,0.5459099804305284,27000.0,0.2694864068739761
2014,SOUTH CAROLINA,Black,965,419,0.3761084367874335,16100.0,-1.164341244013163
2014,SOUTH DAKOTA,White,562,259,0.5040890899599791,27000.0,0.26103370462943265
2014,SOUTH DAKOTA,Black,12,3,0.4716981132075472,10060.0,-1.9302909533489936
2014,TENNESSEE,White,4014,1481,0.4646670574144389,25000.0,0.00040402248161119616
2014,TENNESSEE,Black,793,244,0.4219269102990033,17500.0,-0.9770857445136532
2014,TEXAS,White,15676,4820,0.5214196589491197,28000.0,0.40653960314786153
2014,TEXAS,Black,2327,777,0.4886841805982031,20500.0,-0.578406502214343
2014,UTAH,White,1919,678,0.5940717074902379,27000.0,0.2758855375036663
2014,UTAH,Black,26,6,0.4850746268656717,19850.0,-0.6650291314397798
2014,VERMONT,White,475,202,0.5363562091503268,27000.0,0.26579052298937195
2014,VERMONT,Black,4,0,0.4594594594594595,12000.0,-1.6818249285643347
2014,VIRGINIA,White,4480,1924,0.6004372598383464,34800.0,1.2862469450030063
2014,VIRGINIA,Black,1188,394,0.4552631578947369,22600.0,-0.31358143259771243
2014,WASHINGTON,White,4238,2088,0.5942118081006313,31000.0,0.7950598118692378
2014,WASHINGTON,Black,195,53,0.5041509433962265,25000.0,0.0025210959487848216
2014,WEST VIRGINIA,White,1376,473,0.3861486750566716,22000.0,-0.4012433955972379
2014,WEST VIRGINIA,Black,41,5,0.4095238095238095,16000.0,-1.1732133100551334
2014,WISCONSIN,White,3933,2213,0.4827885659148474,28000.0,0.39112094555505533
2014,WISCONSIN,Black,230,93,0.4070201643017177,15500.0,-1.2378955563889777
2014,WYOMING,White,407,164,0.5294418842805939,30000.0,0.6517592764885582
2014,WYOMING,Black,11,3,0.5517241379310345,16400.0,-1.1001331184743437
2016,ALABAMA,White,2633,1465,0.4986274888845931,26800.0,0.23703412076813427
2016,ALABAMA,Black,962,579,0.4187532603025561,17000.0,-1.0415680283626492
2016,ALASKA,White,346,234,0.5959780621572212,38100.0,1.7070325467040302
2016,ALASKA,Black,17,8,0.4794520547945205,25000.0,-0.0013629416474469842
2016,ARIZONA,White,4471,2480,0.5869192412210116,30000.0,0.6655451254171748
2016,ARIZONA,Black,252,121,0.578789694427801,23000.0,-0.24415022829491573
2016,ARKANSAS,White,1822,1032,0.4476244991413853,24500.0,-0.0684283713982367
2016,ARKANSAS,Black,321,186,0.3889312977099237,17635.0,-0.9649778537568714
2016,CALIFORNIA,White,21592,10908,0.6023165792523387,32400.0,0.9973627632646657
2016,CALIFORNIA,Black,1849,856,0.564523415148321,24000.0,-0.11548965205800973
2016,COLORADO,White,3743,2494,0.6515074382035183,34300.0,1.2297721206020482
2016,COLORADO,Black,185,124,0.5750421585160203,26000.0,0.14234932059682737
2016,CONNECTICUT,White,2258,1378,0.6122321984176371,40000.0,1.9571191599906417
2016,CONNECTICUT,Black,297,142,0.4523148148148149,24500.0,-0.06966036850735388
2016,DELAWARE,White,527,319,0.5548204158790171,34000.0,1.1719843521338944
2016,DELAWARE,Black,148,82,0.4315391879131256,26000.0,0.12059390885578855
2016,DISTRICT OF COLUMBIA,White,264,194,0.9114804793196754,70000.0,5.870749684150554
2016,DISTRICT OF COLUMBIA,Black,250,162,0.4857278782112274,25000.0,-9.543173577898902e-05
2016,FLORIDA,White,13097,7277,0.5575938889215695,28600.0,0.49114626529288397
2016,FLORIDA,Black,2434,1051,0.4359865600741513,20400.0,-0.5988687891099967
2016,GEORGIA,White,4798,2786,0.5446034534470201,30000.0,0.659712984767108
2016,GEORGIA,Black,2325,1346,0.4724731549343788,20800.0,-0.5414286608395579
2016,HAWAII,White,225,129,0.6812150837988827,36250.0,1.4810036602010028
2016,HAWAII,Black,24,15,0.5032258064516129,28300.0,0.4280494054205263
2016,IDAHO,White,1151,687,0.5210984594775621,25000.0,0.006394424468865933
2016,IDAHO,Black,6,2,0.4528301886792453,17700.0,-0.9473370095401096
2016,ILLINOIS,White,7647,4636,0.553818554587391,32000.0,0.9230326895989328
2016,ILLINOIS,Black,1358,776,0.4915272531030761,20000.0,-0.6430135058369381
2016,INDIANA,White,4309,2467,0.4612742612143285,27600.0,0.3367793305342604
2016,INDIANA,Black,473,228,0.4178217821782178,20000.0,-0.655316040216896
2016,IOWA,White,2201,1393,0.4897404948702474,30000.0,0.6482734444335917
2016,IOWA,Black,73,34,0.4272076372315036,18000.0,-0.9124223619364882
2016,KANSAS,White,1883,1149,0.5364723231684837,29100.0,0.5387265755274414
2016,KANSAS,Black,121,54,0.4769038701622971,20000.0,-0.6467973002510343
2016,KENTUCKY,White,3014,1669,0.4704046674129099,25900.0,0.11710210888874438
2016,KENTUCKY,Black,250,159,0.4254795868175111,19000.0,-0.7833981842934291
2016,LOUISIANA,White,2251,1368,0.4973468627816049,29000.0,0.5203853113855386
2016,LOUISIANA,Black,1062,646,0.3786760256565412,16800.0,-1.0732918493434902
2016,MAINE,White,1001,720,0.5181702936826537,26000.0,0.13494595149807956
2016,MAINE,Black,13,7,0.4366197183098591,13000.0,-1.5562296089944374
2016,MARYLAND,White,2784,1727,0.6206570798782408,41000.0,2.088147183985553
2016,MARYLAND,Black,1386,858,0.5222645719066654,32500.0,0.9746571204870582
2016,MASSACHUSETTS,White,4464,2919,0.6282039751776239,37000.0,1.5755620356025375
2016,MASSACHUSETTS,Black,438,242,0.5054794520547945,25000.0,0.0030906458268695654
2016,MICHIGAN,White,6264,3984,0.5095607724346838,28000.0,0.39865098169738117
2016,MICHIGAN,Black,1039,623,0.4537788881948782,19000.0,-0.7781137798053802
2016,MINNESOTA,White,3614,2457,0.563450168918919,33000.0,1.0486088916846035
2016,MINNESOTA,Black,193,112,0.4715127701375246,16900.0,-1.0475012043058474
2016,MISSISSIPPI,White,1377,918,0.5192337164750958,26400.0,0.18717109940766027
2016,MISSISSIPPI,Black,782,537,0.4077787906411425,16600.0,-1.0949887106106335
2016,MISSOURI,White,3957,2529,0.488775,27000.0,0.26340473414228777
2016,MISSOURI,Black,491,325,0.446003176283748,20000.0,-0.6509258458048289
2016,MONTANA,White,738,492,0.552608695652174,27360.0,0.31520500808609214
2016,MONTANA,Black,5,2,0.8095238095238095,22000.0,-0.33860268869026544
2016,NEBRASKA,White,1253,837,0.5444030134692945,30000.0,0.6553228044380894
2016,NEBRASKA,Black,56,30,0.4490358126721763,19000.0,-0.780105767420854
2016,NEVADA,White,1730,948,0.5274951981219321,30200.0,0.6789702993185183
2016,NEVADA,Black,182,110,0.5283812193412754,25000.0,0.006247181520436691
2016,NEW HAMPSHIRE,White,990,677,0.5914020903174916,33200.0,1.0749856164032972
2016,NEW HAMPSHIRE,Black,11,5,0.5647058823529412,20000.0,-0.6336516631682405
2016,NEW JERSEY,White,5237,2961,0.5826176643933654,40000.0,1.9562391187343235
2016,NEW JERSEY,Black,964,469,0.4690909090909091,25000.0,-0.0018390937032271085
2016,NEW MEXICO,White,1183,620,0.5717284080176304,27300.0,0.31075192138645097
2016,NEW MEXICO,Black,42,22,0.5307017543859649,20000.0,-0.638751440006352
2016,NEW YORK,White,11101,6049,0.5826552792044165,34000.0,1.1890893225894519
2016,NEW YORK,Black,2610,1350,0.4890287562074143,25000.0,0.0031675346199086874
2016,NORTH CAROLINA,White,5480,3412,0.5763070692194403,30000.0,0.6656590256311546
2016,NORTH CAROLINA,Black,1625,1094,0.4592530994859389,19210.0,-0.7492811651899529
2016,NORTH DAKOTA,White,520,348,0.5478276743336984,33715.0,1.1341863581274014
2016,NORTH DAKOTA,Black,15,3,0.4363636363636363,22000.0,-0.3949786435071669
2016,OHIO,White,7340,4642,0.4828543735100725,29000.0,0.5250556352427632
2016,OHIO,Black,1031,637,0.4225489004981169,19000.0,-0.7828190753439878
2016,OKLAHOMA,White,2289,1263,0.4752170116595614,26000.0,0.12983148604473835
2016,OKLAHOMA,Black,198,102,0.44150110375275936,19000.0,-0.7810772463039406
2016,OREGON,White,2808,1790,0.5926204536051454,29320.0,0.5769023278752589
2016,OREGON,Black,57,23,0.4846335697399527,16000.0,-1.1618333135795345
2016,PENNSYLVANIA,White,8435,5153,0.4735497269799786,29000.0,0.5248815237221406
2016,PENNSYLVANIA,Black,1071,637,0.4241086587436333,19900.0,-0.6664326159280006
2016,RHODE ISLAND,White,699,403,0.5728514513375071,32000.0,0.9168416938057781
2016,RHODE ISLAND,Black,63,34,0.519774011299435,21800.0,-0.40811743672399065
2016,SOUTH CAROLINA,White,2621,1529,0.5546963410033949,29500.0,0.5939683172105416
2016,SOUTH CAROLINA,Black,975,628,0.3984971981660723,18500.0,-0.8510108354684214
2016,SOUTH DAKOTA,White,560,340,0.5314265536723164,30000.0,0.6523633481645834
2016,SOUTH DAKOTA,Black,11,3,0.4189189189189189,21250.0,-0.494391062418568
2016,TENNESSEE,White,4014,2176,0.4789771880125242,26000.0,0.13247647395396142
2016,TENNESSEE,Black,814,402,0.43508655126497997,20250.0,-0.6200468996840336
2016,TEXAS,White,16095,7700,0.5347980650722748,30000.0,0.6704875143867793
2016,TEXAS,Black,2458,1349,0.5001992825827023,23000.0,-0.25329258422068013
2016,UTAH,White,1955,1181,0.6017624131503135,29000.0,0.5357672808529761
2016,UTAH,Black,20,7,0.5338345864661654,20000.0,-0.6383088104104435
2016,VERMONT,White,468,293,0.5480340494527767,30000.0,0.6547640282207043
2016,VERMONT,Black,5,1,0.5789473684210527,14700.0,-1.31538103321827
2016,VIRGINIA,White,4459,2891,0.6129263679645209,36000.0,1.444183005541474
2016,VIRGINIA,Black,1189,738,0.4671638698984877,25000.0,-0.001670058062443753
2016,WASHINGTON,White,4628,3027,0.6114466893471268,34500.0,1.2506727505807091
2016,WASHINGTON,Black,201,78,0.5379701916252662,25000.0,0.007665792927091652
2016,WEST VIRGINIA,White,1350,682,0.4206647977573088,24000.0,-0.13771293779053276
2016,WEST VIRGINIA,Black,48,24,0.4198473282442748,16900.0,-1.0554963736974674
2016,WISCONSIN,White,4079,2897,0.4968571565663836,30000.0,0.6522538356857153
2016,WISCONSIN,Black,205,92,0.4,15000.0,-1.303487233073592
2016,WYOMING,White,405,260,0.5430530861061722,29800.0,0.6281294899683908
2016,WYOMING,Black,5,3,0.5666666666666667,26500.0,0.2053509339558365
2018,ALABAMA,White,2610,1309,0.5104836878358944,28800.0,0.4966814700941362
2018,ALABAMA,Black,976,483,0.4273312797535704,18200.0,-0.8855465114688852
2018,ALASKA,White,330,193,0.6077895456098394,37900.0,1.6829503314995446
2018,ALASKA,Black,16,8,0.5978260869565217,30000.0,0.6616853595176697
2018,ARIZONA,White,4635,2535,0.5867485827027297,31000.0,0.7947092588446236
2018,ARIZONA,Black,257,104,0.5382483370288248,26000.0,0.1368032720999882
2018,ARKANSAS,White,1833,756,0.4540261452268483,25100.0,0.009615822049901468
2018,ARKANSAS,Black,327,132,0.4129416773094934,18500.0,-0.8498017645704558
2018,CALIFORNIA,White,21467,10005,0.6134371785451873,35300.0,1.37203039613185
2018,CALIFORNIA,Black,1912,933,0.5785984118418009,25000.0,0.015800611507006474
2018,COLORADO,White,3911,2185,0.661913573527811,37300.0,1.6181420931109463
2018,COLORADO,Black,185,51,0.5646836638338055,29500.0,0.5923062145897353
2018,CONNECTICUT,White,2326,1193,0.6183639103075423,41600.0,2.1643006374959
2018,CONNECTICUT,Black,319,124,0.4416944312232271,25000.0,-0.006759687244841258
2018,DELAWARE,White,540,264,0.541719228689854,35000.0,1.298974966389864
2018,DELAWARE,Black,163,90,0.4611059044048735,27000.0,0.25411204975458646
2018,DISTRICT OF COLUMBIA,White,270,168,0.9225,75000.0,6.517548190168777
2018,DISTRICT OF COLUMBIA,Black,251,123,0.4788430637386181,28800.0,0.4891395757463219
2018,FLORIDA,White,13425,6579,0.5684999758916087,30000.0,0.6727340475152109
2018,FLORIDA,Black,2644,1094,0.4535349854227405,22400.0,-0.33798528286836177
2018,GEORGIA,White,4949,2581,0.5574274771838331,32200.0,0.9453444113107964
2018,GEORGIA,Black,2439,1374,0.4800963634277848,23300.0,-0.21759885024841386
2018,HAWAII,White,237,111,0.6710663424800278,40000.0,1.9633262841016903
2018,HAWAII,Black,22,4,0.5661375661375662,34000.0,1.1730260560822998
2018,IDAHO,White,1214,555,0.5347203458524723,27200.0,0.2921914542855992
2018,IDAHO,Black,8,6,0.4745762711864407,21000.0,-0.5182374991927047
2018,ILLINOIS,White,7564,3802,0.5618743710608548,35000.0,1.3102501401027737
2018,ILLINOIS,Black,1334,723,0.4861820715281003,22000.0,-0.3858356645658943
2018,INDIANA,White,4260,2066,0.4701372348871498,30000.0,0.6472641605793031
2018,INDIANA,Black,484,221,0.43037564766839376,21000.0,-0.5243895374334107
2018,IOWA,White,2192,1270,0.5038040690716362,30500.0,0.7147545475705922
2018,IOWA,Black,89,41,0.43200000000000005,18300.0,-0.8729710635523656
2018,KANSAS,White,1880,1028,0.5375255623721882,30000.0,0.6548606740733597
2018,KANSAS,Black,129,58,0.44799054373522457,20000.0,-0.6511566184540085
2018,KENTUCKY,White,3014,1587,0.4806013740001992,27100.0,0.2733783816181277
2018,KENTUCKY,Black,248,131,0.4433709071390231,20400.0,-0.6000856505168073
2018,LOUISIANA,White,2212,1075,0.5064624442297962,30200.0,0.676210894657746
2018,LOUISIANA,Black,1076,531,0.3812683424779891,17900.0,-0.9311019968159685
2018,MAINE,White,1011,669,0.5146637701194826,27400.0,0.31500276476467054
2018,MAINE,Black,17,3,0.5393258426966292,13500.0,-1.476197839898092
2018,MARYLAND,White,2800,1536,0.6316045606229144,45000.0,2.6056991745787657
2018,MARYLAND,Black,1414,630,0.5222630142144403,34000.0,1.1679329058932977
2018,MASSACHUSETTS,White,4417,2397,0.6422852580451995,40000.0,1.9641031748320932
2018,MASSACHUSETTS,Black,454,194,0.5206382240721471,26000.0,0.13436164020673216
2018,MICHIGAN,White,6257,3724,0.521442283874164,30000.0,0.6581793952495089
2018,MICHIGAN,Black,1027,557,0.4556857567255322,20100.0,-0.6359795440472445
2018,MINNESOTA,White,3632,2286,0.5744224085054181,35000.0,1.3081256972881903
2018,MINNESOTA,Black,252,106,0.45,20000.0,-0.6507265067279924
2018,MISSISSIPPI,White,1353,688,0.532758493625175,28800.0,0.4985896308793885
2018,MISSISSIPPI,Black,798,476,0.4237947122861586,17900.0,-0.9248948336702867
2018,MISSOURI,White,4006,2227,0.492141884001557,28835.0,0.5003332048720944
2018,MISSOURI,Black,504,238,0.4506915213469633,21350.0,-0.476126315146262
2018,MONTANA,White,769,494,0.5629249340918552,29000.0,0.5283963751152905
2018,MONTANA,Black,4,0,0.3333333333333333,11580.0,-1.7550756375070955
2018,NEBRASKA,White,1277,633,0.551350947902672,30300.0,0.6948376349560187
2018,NEBRASKA,Black,60,15,0.4772727272727273,24000.0,-0.1306929826942619
2018,NEVADA,White,1731,818,0.5443485353089105,33400.0,1.094257529179806
2018,NEVADA,Black,197,65,0.4770039421813404,25000.0,-0.0015644509619348876
2018,NEW HAMPSHIRE,White,1002,556,0.5820187747991871,35000.0,1.3056802033502921
2018,NEW HAMPSHIRE,Black,16,2,0.5377358490566038,16300.0,-1.115148524040814
2018,NEW JERSEY,White,5227,2678,0.6014445173998687,42000.0,2.2167862865454198
2018,NEW JERSEY,Black,1013,472,0.4651269501376568,27000.0,0.25565725850171434
2018,NEW MEXICO,White,1251,616,0.5763561616364183,28000.0,0.40180535953933477
2018,NEW MEXICO,Black,30,9,0.568,20500.0,-0.5686223981397839
2018,NEW YORK,White,11157,5129,0.5929412208556554,35900.0,1.4346736936265265
2018,NEW YORK,Black,2570,1182,0.4945889387144993,27000.0,0.2618393296496279
2018,NORTH CAROLINA,White,5775,2903,0.5894922598455463,31300.0,0.8349088981192084
2018,NORTH CAROLINA,Black,1685,852,0.4655387494152503,21000.0,-0.5176364932190496
2018,NORTH DAKOTA,White,499,315,0.5628315346625206,35600.0,1.3796269450144616
2018,NORTH DAKOTA,Black,14,1,0.4848484848484849,25000.0,-0.0005580152919045845
2018,OHIO,White,7372,3889,0.4923979009225163,30000.0,0.6545964987332583
2018,OHIO,Black,1054,519,0.42667347981604503,20000.0,-0.653299936439724
2018,OKLAHOMA,White,2254,1098,0.4745872936468234,27000.0,0.2585418590321233
2018,OKLAHOMA,Black,195,61,0.4327938071780436,19900.0,-0.6663168911644863
2018,OREGON,White,2874,1769,0.6044449193289881,31400.0,0.8470856379215874
2018,OREGON,Black,78,41,0.5434298440979956,24000.0,-0.12065451084681966
2018,PENNSYLVANIA,White,8277,4461,0.479515088165788,30000.0,0.6538570099717538
2018,PENNSYLVANIA,Black,1059,562,0.4179460934834528,20000.0,-0.6545616214665497
2018,RHODE ISLAND,White,724,374,0.5762284754304914,35000.0,1.3044265933042458
2018,RHODE ISLAND,Black,53,16,0.4530386740331492,27000.0,0.2527407700221626
2018,SOUTH CAROLINA,White,2790,1276,0.5703551912568307,30000.0,0.6606216334420939
2018,SOUTH CAROLINA,Black,1000,519,0.3984415584415584,19500.0,-0.7221108697485481
2018,SOUTH DAKOTA,White,573,305,0.5333333333333333,31000.0,0.781646844426413
2018,SOUTH DAKOTA,Black,12,1,0.3333333333333333,16000.0,-1.1847458809495608
2018,TENNESSEE,White,4156,2039,0.4965405353819726,28800.0,0.49632461287468826
2018,TENNESSEE,Black,830,368,0.4514854885797699,22000.0,-0.3917963738523322
2018,TEXAS,White,16689,7158,0.5440731152966704,31600.0,0.8779748466442668
2018,TEXAS,Black,2625,1203,0.5134665508253693,25000.0,0.006682363206177991
2018,UTAH,White,2080,1171,0.6079167107071134,30000.0,0.6657841125895344
2018,UTAH,Black,31,5,0.4615384615384616,23000.0,-0.2621311358169366
2018,VERMONT,White,478,263,0.5737966846415019,30200.0,0.6844306269303002
2018,VERMONT,Black,4,1,0.5161290322580645,18000.0,-0.8990654274690865
2018,VIRGINIA,White,4496,2412,0.6228954081632653,40000.0,1.9612347233439038
2018,VIRGINIA,Black,1198,637,0.473180694399656,25600.0,0.07653590766923804
2018,WASHINGTON,White,4663,2736,0.6242604201033762,36000.0,1.4458090533793826
2018,WASHINGTON,Black,232,103,0.5708609271523178,29000.0,0.5288140923761583
2018,WEST VIRGINIA,White,1312,585,0.4212050078247261,25000.0,-0.008741531890514256
2018,WEST VIRGINIA,Black,49,12,0.3970944309927361,16800.0,-1.071852099390668
2018,WISCONSIN,White,3948,2574,0.509029662206419,32000.0,0.9116802462508654
2018,WISCONSIN,Black,264,110,0.42722265932336745,18000.0,-0.9122218196846553
2018,WYOMING,White,408,214,0.5497448979591837,32000.0,0.912955884884285
2018,WYOMING,Black,5,2,0.5,27050.0,0.266244626920208
